key;geo;thema;subthema;prop
GF0506;Estonia;Environmental protection;Environmental protection n.e.c.;1
GF0601;Estonia;Housing and community amenities;Housing development;1
GF0602;Estonia;Housing and community amenities;Community development;1
GF0603;Estonia;Housing and community amenities;Water supply;0
GF0604;Estonia;Housing and community amenities;Street lighting;1
GF0605;Estonia;Housing and community amenities;R&D Housing and community amenities;0
GF0606;Estonia;Housing and community amenities;Housing and community amenities n.e.c.;1
GF0701;Estonia;Health;Medical products, appliances and equipment;8
GF0702;Estonia;Health;Outpatient services;6
GF0703;Estonia;Health;Hospital services;47
GF0704;Estonia;Health;Public health services;3
GF0705;Estonia;Health;R&D Health;2
GF0706;Estonia;Health;Health n.e.c.;1
GF0801;Estonia;Recreation, culture and religion;Recreational and sporting services;6
GF0802;Estonia;Recreation, culture and religion;Cultural services;10
GF0803;Estonia;Recreation, culture and religion;Broadcasting and publishing services;2
GF0804;Estonia;Recreation, culture and religion;Religious and other community services;0
GF0805;Estonia;Recreation, culture and religion;R&D Recreation, culture and religion;1
GF0806;Estonia;Recreation, culture and religion;Recreation, culture and religion n.e.c.;2
GF0901;Estonia;Education;Pre-primary and primary education;27
GF0902;Estonia;Education;Secondary education;18
GF0903;Estonia;Education;Post-secondary non-tertiary education;1
GF0904;Estonia;Education;Tertiary education;11
GF0905;Estonia;Education;Education not definable by level;3
GF0906;Estonia;Education;Subsidiary services to education;3
GF0907;Estonia;Education;R&D Education;1
GF0908;Estonia;Education;Education n.e.c.;2
GF1001;Estonia;Social protection;Sickness and disability;24
GF1002;Estonia;Social protection;Old age;82
GF1003;Estonia;Social protection;Survivors;1
GF1004;Estonia;Social protection;Family and children;29
GF1005;Estonia;Social protection;Unemployment;11
GF1006;Estonia;Social protection;Housing;0
GF1007;Estonia;Social protection;Social exclusion n.e.c.;2
GF1008;Estonia;Social protection;R&D Social protection;0
GF1009;Estonia;Social protection;Social protection n.e.c.;2
GF0101;Euro area - 19 countries  (from 2015);General public services;Executive and legislative organs, financial and fiscal affairs, external affairs;22
GF0102;Euro area - 19 countries  (from 2015);General public services;Foreign economic aid;3
GF0103;Euro area - 19 countries  (from 2015);General public services;General services;13
GF0104;Euro area - 19 countries  (from 2015);General public services;Basic research;6
GF0105;Euro area - 19 countries  (from 2015);General public services;R&D General public services;0
GF0106;Euro area - 19 countries  (from 2015);General public services;General public services n.e.c.;1
GF0107;Euro area - 19 countries  (from 2015);General public services;Public debt transactions;16
GF0108;Euro area - 19 countries  (from 2015);General public services;Transfers of a general character between different levels of government;0
GF0201;Euro area - 19 countries  (from 2015);Defence;Military defence;12
GF0202;Euro area - 19 countries  (from 2015);Defence;Civil defence;0
GF0203;Euro area - 19 countries  (from 2015);Defence;Foreign military aid;1
GF0204;Euro area - 19 countries  (from 2015);Defence;R&D Defence;0
GF0205;Euro area - 19 countries  (from 2015);Defence;Defence n.e.c.;0
GF0301;Euro area - 19 countries  (from 2015);Public order and safety;Police services;10
GF0302;Euro area - 19 countries  (from 2015);Public order and safety;Fire-protection services;3
GF0303;Euro area - 19 countries  (from 2015);Public order and safety;Law courts;3
GF0304;Euro area - 19 countries  (from 2015);Public order and safety;Prisons;2
GF0305;Euro area - 19 countries  (from 2015);Public order and safety;R&D Public order and safety;0
GF0306;Euro area - 19 countries  (from 2015);Public order and safety;Public order and safety n.e.c.;1
GF0401;Euro area - 19 countries  (from 2015);Economic affairs;General economic, commercial and labour affairs;18
GF0402;Euro area - 19 countries  (from 2015);Economic affairs;Agriculture, forestry, fishing and hunting;3
GF0403;Euro area - 19 countries  (from 2015);Economic affairs;Fuel and energy;4
GF0404;Euro area - 19 countries  (from 2015);Economic affairs;Mining, manufacturing and construction;2
GF0405;Euro area - 19 countries  (from 2015);Economic affairs;Transport;21
GF0406;Euro area - 19 countries  (from 2015);Economic affairs;Communication;0
GF0407;Euro area - 19 countries  (from 2015);Economic affairs;Other industries;5
GF0408;Euro area - 19 countries  (from 2015);Economic affairs;R&D Economic affairs;5
GF0409;Euro area - 19 countries  (from 2015);Economic affairs;Economic affairs n.e.c.;1
GF0501;Euro area - 19 countries  (from 2015);Environmental protection;Waste management;4
GF0502;Euro area - 19 countries  (from 2015);Environmental protection;Waste water management;2
GF0503;Euro area - 19 countries  (from 2015);Environmental protection;Pollution abatement;2
GF0504;Euro area - 19 countries  (from 2015);Environmental protection;Protection of biodiversity and landscape;1
GF0505;Euro area - 19 countries  (from 2015);Environmental protection;R&D Environmental protection;0
GF0506;Euro area - 19 countries  (from 2015);Environmental protection;Environmental protection n.e.c.;1
GF0601;Euro area - 19 countries  (from 2015);Housing and community amenities;Housing development;2
GF0602;Euro area - 19 countries  (from 2015);Housing and community amenities;Community development;3
GF0603;Euro area - 19 countries  (from 2015);Housing and community amenities;Water supply;1
GF0604;Euro area - 19 countries  (from 2015);Housing and community amenities;Street lighting;1
GF0605;Euro area - 19 countries  (from 2015);Housing and community amenities;R&D Housing and community amenities;0
GF0606;Euro area - 19 countries  (from 2015);Housing and community amenities;Housing and community amenities n.e.c.;0
GF0701;Euro area - 19 countries  (from 2015);Health;Medical products, appliances and equipment;13
GF0702;Euro area - 19 countries  (from 2015);Health;Outpatient services;26
GF0703;Euro area - 19 countries  (from 2015);Health;Hospital services;34
GF0704;Euro area - 19 countries  (from 2015);Health;Public health services;3
GF0705;Euro area - 19 countries  (from 2015);Health;R&D Health;1
GF0706;Euro area - 19 countries  (from 2015);Health;Health n.e.c.;4
GF0801;Euro area - 19 countries  (from 2015);Recreation, culture and religion;Recreational and sporting services;4
GF0802;Euro area - 19 countries  (from 2015);Recreation, culture and religion;Cultural services;5
GF0803;Euro area - 19 countries  (from 2015);Recreation, culture and religion;Broadcasting and publishing services;2
GF0804;Euro area - 19 countries  (from 2015);Recreation, culture and religion;Religious and other community services;0
GF0805;Euro area - 19 countries  (from 2015);Recreation, culture and religion;R&D Recreation, culture and religion;0
GF0806;Euro area - 19 countries  (from 2015);Recreation, culture and religion;Recreation, culture and religion n.e.c.;0
GF0901;Euro area - 19 countries  (from 2015);Education;Pre-primary and primary education;16
GF0902;Euro area - 19 countries  (from 2015);Education;Secondary education;19
GF0903;Euro area - 19 countries  (from 2015);Education;Post-secondary non-tertiary education;0
GF0904;Euro area - 19 countries  (from 2015);Education;Tertiary education;8
GF0905;Euro area - 19 countries  (from 2015);Education;Education not definable by level;1
GF0906;Euro area - 19 countries  (from 2015);Education;Subsidiary services to education;4
GF0907;Euro area - 19 countries  (from 2015);Education;R&D Education;0
GF0908;Euro area - 19 countries  (from 2015);Education;Education n.e.c.;1
GF1001;Euro area - 19 countries  (from 2015);Social protection;Sickness and disability;30
GF1002;Euro area - 19 countries  (from 2015);Social protection;Old age;116
GF1003;Euro area - 19 countries  (from 2015);Social protection;Survivors;18
GF1004;Euro area - 19 countries  (from 2015);Social protection;Family and children;19
GF1005;Euro area - 19 countries  (from 2015);Social protection;Unemployment;25
GF1006;Euro area - 19 countries  (from 2015);Social protection;Housing;4
GF1007;Euro area - 19 countries  (from 2015);Social protection;Social exclusion n.e.c.;11
GF1008;Euro area - 19 countries  (from 2015);Social protection;R&D Social protection;0
GF1009;Euro area - 19 countries  (from 2015);Social protection;Social protection n.e.c.;3
GF0101;European Union - 27 countries (from 2020);General public services;Executive and legislative organs, financial and fiscal affairs, external affairs;22
GF0102;European Union - 27 countries (from 2020);General public services;Foreign economic aid;3
GF0103;European Union - 27 countries (from 2020);General public services;General services;13
GF0104;European Union - 27 countries (from 2020);General public services;Basic research;7
GF0105;European Union - 27 countries (from 2020);General public services;R&D General public services;0
GF0106;European Union - 27 countries (from 2020);General public services;General public services n.e.c.;1
GF0107;European Union - 27 countries (from 2020);General public services;Public debt transactions;15
GF0108;European Union - 27 countries (from 2020);General public services;Transfers of a general character between different levels of government;0
GF0201;European Union - 27 countries (from 2020);Defence;Military defence;12
GF0202;European Union - 27 countries (from 2020);Defence;Civil defence;0
GF0203;European Union - 27 countries (from 2020);Defence;Foreign military aid;1
GF0204;European Union - 27 countries (from 2020);Defence;R&D Defence;0
GF0205;European Union - 27 countries (from 2020);Defence;Defence n.e.c.;0
GF0301;European Union - 27 countries (from 2020);Public order and safety;Police services;10
GF0302;European Union - 27 countries (from 2020);Public order and safety;Fire-protection services;2
GF0303;European Union - 27 countries (from 2020);Public order and safety;Law courts;3
GF0304;European Union - 27 countries (from 2020);Public order and safety;Prisons;2
GF0305;European Union - 27 countries (from 2020);Public order and safety;R&D Public order and safety;0
GF0306;European Union - 27 countries (from 2020);Public order and safety;Public order and safety n.e.c.;1
GF0401;European Union - 27 countries (from 2020);Economic affairs;General economic, commercial and labour affairs;19
GF0402;European Union - 27 countries (from 2020);Economic affairs;Agriculture, forestry, fishing and hunting;3
GF0403;European Union - 27 countries (from 2020);Economic affairs;Fuel and energy;4
GF0404;European Union - 27 countries (from 2020);Economic affairs;Mining, manufacturing and construction;2
GF0405;European Union - 27 countries (from 2020);Economic affairs;Transport;23
GF0406;European Union - 27 countries (from 2020);Economic affairs;Communication;0
GF0407;European Union - 27 countries (from 2020);Economic affairs;Other industries;5
GF0408;European Union - 27 countries (from 2020);Economic affairs;R&D Economic affairs;4
GF0409;European Union - 27 countries (from 2020);Economic affairs;Economic affairs n.e.c.;1
GF0501;European Union - 27 countries (from 2020);Environmental protection;Waste management;4
GF0502;European Union - 27 countries (from 2020);Environmental protection;Waste water management;2
GF0503;European Union - 27 countries (from 2020);Environmental protection;Pollution abatement;1
GF0504;European Union - 27 countries (from 2020);Environmental protection;Protection of biodiversity and landscape;1
GF0505;European Union - 27 countries (from 2020);Environmental protection;R&D Environmental protection;0
GF0506;European Union - 27 countries (from 2020);Environmental protection;Environmental protection n.e.c.;1
GF0601;European Union - 27 countries (from 2020);Housing and community amenities;Housing development;2
GF0602;European Union - 27 countries (from 2020);Housing and community amenities;Community development;2
GF0603;European Union - 27 countries (from 2020);Housing and community amenities;Water supply;1
GF0604;European Union - 27 countries (from 2020);Housing and community amenities;Street lighting;1
GF0605;European Union - 27 countries (from 2020);Housing and community amenities;R&D Housing and community amenities;0
GF0606;European Union - 27 countries (from 2020);Housing and community amenities;Housing and community amenities n.e.c.;0
GF0701;European Union - 27 countries (from 2020);Health;Medical products, appliances and equipment;12
GF0702;European Union - 27 countries (from 2020);Health;Outpatient services;25
GF0703;European Union - 27 countries (from 2020);Health;Hospital services;34
GF0704;European Union - 27 countries (from 2020);Health;Public health services;3
GF0705;European Union - 27 countries (from 2020);Health;R&D Health;1
GF0706;European Union - 27 countries (from 2020);Health;Health n.e.c.;4
GF0801;European Union - 27 countries (from 2020);Recreation, culture and religion;Recreational and sporting services;4
GF0802;European Union - 27 countries (from 2020);Recreation, culture and religion;Cultural services;5
GF0803;European Union - 27 countries (from 2020);Recreation, culture and religion;Broadcasting and publishing services;2
GF0804;European Union - 27 countries (from 2020);Recreation, culture and religion;Religious and other community services;1
GF0805;European Union - 27 countries (from 2020);Recreation, culture and religion;R&D Recreation, culture and religion;0
GF0806;European Union - 27 countries (from 2020);Recreation, culture and religion;Recreation, culture and religion n.e.c.;0
GF0901;European Union - 27 countries (from 2020);Education;Pre-primary and primary education;17
GF0902;European Union - 27 countries (from 2020);Education;Secondary education;18
GF0903;European Union - 27 countries (from 2020);Education;Post-secondary non-tertiary education;0
GF0904;European Union - 27 countries (from 2020);Education;Tertiary education;8
GF0905;European Union - 27 countries (from 2020);Education;Education not definable by level;1
GF0906;European Union - 27 countries (from 2020);Education;Subsidiary services to education;3
GF0907;European Union - 27 countries (from 2020);Education;R&D Education;0
GF0908;European Union - 27 countries (from 2020);Education;Education n.e.c.;1
GF1001;European Union - 27 countries (from 2020);Social protection;Sickness and disability;30
GF1002;European Union - 27 countries (from 2020);Social protection;Old age;113
GF1003;European Union - 27 countries (from 2020);Social protection;Survivors;16
GF1004;European Union - 27 countries (from 2020);Social protection;Family and children;20
GF1005;European Union - 27 countries (from 2020);Social protection;Unemployment;22
GF1006;European Union - 27 countries (from 2020);Social protection;Housing;3
GF1007;European Union - 27 countries (from 2020);Social protection;Social exclusion n.e.c.;10
GF1008;European Union - 27 countries (from 2020);Social protection;R&D Social protection;0
GF1009;European Union - 27 countries (from 2020);Social protection;Social protection n.e.c.;3
GF0101;Finland;General public services;Executive and legislative organs, financial and fiscal affairs, external affairs;17
GF0102;Finland;General public services;Foreign economic aid;4
GF0103;Finland;General public services;General services;47
GF0104;Finland;General public services;Basic research;9
GF0105;Finland;General public services;R&D General public services;0
GF0106;Finland;General public services;General public services n.e.c.;0
GF0107;Finland;General public services;Public debt transactions;7
GF0108;Finland;General public services;Transfers of a general character between different levels of government;0
GF0201;Finland;Defence;Military defence;13
GF0202;Finland;Defence;Civil defence;0
GF0203;Finland;Defence;Foreign military aid;0
GF0204;Finland;Defence;R&D Defence;0
GF0205;Finland;Defence;Defence n.e.c.;0
GF0301;Finland;Public order and safety;Police services;5
GF0302;Finland;Public order and safety;Fire-protection services;3
GF0303;Finland;Public order and safety;Law courts;2
GF0304;Finland;Public order and safety;Prisons;1
GF0305;Finland;Public order and safety;R&D Public order and safety;0
GF0306;Finland;Public order and safety;Public order and safety n.e.c.;0
GF0401;Finland;Economic affairs;General economic, commercial and labour affairs;7
GF0402;Finland;Economic affairs;Agriculture, forestry, fishing and hunting;7
GF0403;Finland;Economic affairs;Fuel and energy;2
GF0404;Finland;Economic affairs;Mining, manufacturing and construction;2
GF0405;Finland;Economic affairs;Transport;25
GF0406;Finland;Economic affairs;Communication;0
GF0407;Finland;Economic affairs;Other industries;1
GF0408;Finland;Economic affairs;R&D Economic affairs;8
GF0409;Finland;Economic affairs;Economic affairs n.e.c.;0
GF0501;Finland;Environmental protection;Waste management;0
GF0502;Finland;Environmental protection;Waste water management;0
GF0503;Finland;Environmental protection;Pollution abatement;1
GF0504;Finland;Environmental protection;Protection of biodiversity and landscape;1
GF0505;Finland;Environmental protection;R&D Environmental protection;0
GF0506;Finland;Environmental protection;Environmental protection n.e.c.;0
GF0601;Finland;Housing and community amenities;Housing development;0
GF0602;Finland;Housing and community amenities;Community development;2
GF0603;Finland;Housing and community amenities;Water supply;0
GF0604;Finland;Housing and community amenities;Street lighting;0
GF0605;Finland;Housing and community amenities;R&D Housing and community amenities;0
GF0606;Finland;Housing and community amenities;Housing and community amenities n.e.c.;2
GF0701;Finland;Health;Medical products, appliances and equipment;7
GF0702;Finland;Health;Outpatient services;34
GF0703;Finland;Health;Hospital services;33
GF0704;Finland;Health;Public health services;1
GF0705;Finland;Health;R&D Health;1
GF0706;Finland;Health;Health n.e.c.;0
GF0801;Finland;Recreation, culture and religion;Recreational and sporting services;6
GF0802;Finland;Recreation, culture and religion;Cultural services;5
GF0803;Finland;Recreation, culture and religion;Broadcasting and publishing services;3
GF0804;Finland;Recreation, culture and religion;Religious and other community services;2
GF0805;Finland;Recreation, culture and religion;R&D Recreation, culture and religion;0
GF0806;Finland;Recreation, culture and religion;Recreation, culture and religion n.e.c.;0
GF0901;Finland;Education;Pre-primary and primary education;13
GF0902;Finland;Education;Secondary education;25
GF0903;Finland;Education;Post-secondary non-tertiary education;0
GF0904;Finland;Education;Tertiary education;17
GF0905;Finland;Education;Education not definable by level;2
GF0906;Finland;Education;Subsidiary services to education;0
GF0907;Finland;Education;R&D Education;0
GF0908;Finland;Education;Education n.e.c.;1
GF1001;Finland;Social protection;Sickness and disability;32
GF1002;Finland;Social protection;Old age;145
GF1003;Finland;Social protection;Survivors;7
GF1004;Finland;Social protection;Family and children;31
GF1005;Finland;Social protection;Unemployment;23
GF1006;Finland;Social protection;Housing;7
GF1007;Finland;Social protection;Social exclusion n.e.c.;10
GF1008;Finland;Social protection;R&D Social protection;0
GF1009;Finland;Social protection;Social protection n.e.c.;3
GF0101;France;General public services;Executive and legislative organs, financial and fiscal affairs, external affairs;19
GF0102;France;General public services;Foreign economic aid;2
GF0103;France;General public services;General services;19
GF0104;France;General public services;Basic research;3
GF0105;France;General public services;R&D General public services;0
GF0106;France;General public services;General public services n.e.c.;1
GF0107;France;General public services;Public debt transactions;14
GF0108;France;General public services;Transfers of a general character between different levels of government;0
GF0201;France;Defence;Military defence;17
GF0202;France;Defence;Civil defence;0
GF0203;France;Defence;Foreign military aid;1
GF0204;France;Defence;R&D Defence;1
GF0205;France;Defence;Defence n.e.c.;1
GF0301;France;Public order and safety;Police services;10
GF0302;France;Public order and safety;Fire-protection services;3
GF0303;France;Public order and safety;Law courts;2
GF0304;France;Public order and safety;Prisons;2
GF0305;France;Public order and safety;R&D Public order and safety;0
GF0306;France;Public order and safety;Public order and safety n.e.c.;1
GF0401;France;Economic affairs;General economic, commercial and labour affairs;23
GF0402;France;Economic affairs;Agriculture, forestry, fishing and hunting;2
GF0403;France;Economic affairs;Fuel and energy;6
GF0404;France;Economic affairs;Mining, manufacturing and construction;0
GF0405;France;Economic affairs;Transport;22
GF0406;France;Economic affairs;Communication;0
GF0407;France;Economic affairs;Other industries;5
GF0408;France;Economic affairs;R&D Economic affairs;9
GF0409;France;Economic affairs;Economic affairs n.e.c.;1
GF0501;France;Environmental protection;Waste management;5
GF0502;France;Environmental protection;Waste water management;2
GF0503;France;Environmental protection;Pollution abatement;1
GF0504;France;Environmental protection;Protection of biodiversity and landscape;1
GF0505;France;Environmental protection;R&D Environmental protection;0
GF0506;France;Environmental protection;Environmental protection n.e.c.;1
GF0601;France;Housing and community amenities;Housing development;3
GF0602;France;Housing and community amenities;Community development;6
GF0603;France;Housing and community amenities;Water supply;1
GF0604;France;Housing and community amenities;Street lighting;1
GF0605;France;Housing and community amenities;R&D Housing and community amenities;0
GF0606;France;Housing and community amenities;Housing and community amenities n.e.c.;0
GF0701;France;Health;Medical products, appliances and equipment;15
GF0702;France;Health;Outpatient services;31
GF0703;France;Health;Hospital services;38
GF0704;France;Health;Public health services;3
GF0705;France;Health;R&D Health;1
GF0706;France;Health;Health n.e.c.;2
GF0801;France;Recreation, culture and religion;Recreational and sporting services;6
GF0802;France;Recreation, culture and religion;Cultural services;7
GF0803;France;Recreation, culture and religion;Broadcasting and publishing services;2
GF0804;France;Recreation, culture and religion;Religious and other community services;0
GF0805;France;Recreation, culture and religion;R&D Recreation, culture and religion;0
GF0806;France;Recreation, culture and religion;Recreation, culture and religion n.e.c.;0
GF0901;France;Education;Pre-primary and primary education;15
GF0902;France;Education;Secondary education;24
GF0903;France;Education;Post-secondary non-tertiary education;0
GF0904;France;Education;Tertiary education;7
GF0905;France;Education;Education not definable by level;2
GF0906;France;Education;Subsidiary services to education;7
GF0907;France;Education;R&D Education;0
GF0908;France;Education;Education n.e.c.;0
GF1001;France;Social protection;Sickness and disability;33
GF1002;France;Social protection;Old age;141
GF1003;France;Social protection;Survivors;16
GF1004;France;Social protection;Family and children;24
GF1005;France;Social protection;Unemployment;33
GF1006;France;Social protection;Housing;9
GF1007;France;Social protection;Social exclusion n.e.c.;15
GF1008;France;Social protection;R&D Social protection;0
GF1009;France;Social protection;Social protection n.e.c.;2
GF0101;Germany (until 1990 former territory of the FRG);General public services;Executive and legislative organs, financial and fiscal affairs, external affairs;22
GF0102;Germany (until 1990 former territory of the FRG);General public services;Foreign economic aid;6
GF0103;Germany (until 1990 former territory of the FRG);General public services;General services;14
GF0104;Germany (until 1990 former territory of the FRG);General public services;Basic research;11
GF0105;Germany (until 1990 former territory of the FRG);General public services;R&D General public services;0
GF0106;Germany (until 1990 former territory of the FRG);General public services;General public services n.e.c.;2
GF0107;Germany (until 1990 former territory of the FRG);General public services;Public debt transactions;7
GF0108;Germany (until 1990 former territory of the FRG);General public services;Transfers of a general character between different levels of government;0
GF0201;Germany (until 1990 former territory of the FRG);Defence;Military defence;10
GF0202;Germany (until 1990 former territory of the FRG);Defence;Civil defence;0
GF0203;Germany (until 1990 former territory of the FRG);Defence;Foreign military aid;1
GF0204;Germany (until 1990 former territory of the FRG);Defence;R&D Defence;0
GF0205;Germany (until 1990 former territory of the FRG);Defence;Defence n.e.c.;0
GF0301;Germany (until 1990 former territory of the FRG);Public order and safety;Police services;8
GF0302;Germany (until 1990 former territory of the FRG);Public order and safety;Fire-protection services;3
GF0303;Germany (until 1990 former territory of the FRG);Public order and safety;Law courts;4
GF0304;Germany (until 1990 former territory of the FRG);Public order and safety;Prisons;1
GF0305;Germany (until 1990 former territory of the FRG);Public order and safety;R&D Public order and safety;0
GF0306;Germany (until 1990 former territory of the FRG);Public order and safety;Public order and safety n.e.c.;1
GF0401;Germany (until 1990 former territory of the FRG);Economic affairs;General economic, commercial and labour affairs;8
GF0402;Germany (until 1990 former territory of the FRG);Economic affairs;Agriculture, forestry, fishing and hunting;2
GF0403;Germany (until 1990 former territory of the FRG);Economic affairs;Fuel and energy;2
GF0404;Germany (until 1990 former territory of the FRG);Economic affairs;Mining, manufacturing and construction;2
GF0405;Germany (until 1990 former territory of the FRG);Economic affairs;Transport;18
GF0406;Germany (until 1990 former territory of the FRG);Economic affairs;Communication;0
GF0407;Germany (until 1990 former territory of the FRG);Economic affairs;Other industries;10
GF0408;Germany (until 1990 former territory of the FRG);Economic affairs;R&D Economic affairs;3
GF0409;Germany (until 1990 former territory of the FRG);Economic affairs;Economic affairs n.e.c.;2
GF0501;Germany (until 1990 former territory of the FRG);Environmental protection;Waste management;2
GF0502;Germany (until 1990 former territory of the FRG);Environmental protection;Waste water management;1
GF0503;Germany (until 1990 former territory of the FRG);Environmental protection;Pollution abatement;2
GF0504;Germany (until 1990 former territory of the FRG);Environmental protection;Protection of biodiversity and landscape;1
GF0505;Germany (until 1990 former territory of the FRG);Environmental protection;R&D Environmental protection;0
GF0506;Germany (until 1990 former territory of the FRG);Environmental protection;Environmental protection n.e.c.;0
GF0601;Germany (until 1990 former territory of the FRG);Housing and community amenities;Housing development;1
GF0602;Germany (until 1990 former territory of the FRG);Housing and community amenities;Community development;2
GF0603;Germany (until 1990 former territory of the FRG);Housing and community amenities;Water supply;0
GF0604;Germany (until 1990 former territory of the FRG);Housing and community amenities;Street lighting;0
GF0605;Germany (until 1990 former territory of the FRG);Housing and community amenities;R&D Housing and community amenities;0
GF0606;Germany (until 1990 former territory of the FRG);Housing and community amenities;Housing and community amenities n.e.c.;1
GF0701;Germany (until 1990 former territory of the FRG);Health;Medical products, appliances and equipment;18
GF0702;Germany (until 1990 former territory of the FRG);Health;Outpatient services;24
GF0703;Germany (until 1990 former territory of the FRG);Health;Hospital services;30
GF0704;Germany (until 1990 former territory of the FRG);Health;Public health services;2
GF0705;Germany (until 1990 former territory of the FRG);Health;R&D Health;1
GF0706;Germany (until 1990 former territory of the FRG);Health;Health n.e.c.;11
GF0801;Germany (until 1990 former territory of the FRG);Recreation, culture and religion;Recreational and sporting services;3
GF0802;Germany (until 1990 former territory of the FRG);Recreation, culture and religion;Cultural services;5
GF0803;Germany (until 1990 former territory of the FRG);Recreation, culture and religion;Broadcasting and publishing services;3
GF0804;Germany (until 1990 former territory of the FRG);Recreation, culture and religion;Religious and other community services;0
GF0805;Germany (until 1990 former territory of the FRG);Recreation, culture and religion;R&D Recreation, culture and religion;1
GF0806;Germany (until 1990 former territory of the FRG);Recreation, culture and religion;Recreation, culture and religion n.e.c.;0
GF0901;Germany (until 1990 former territory of the FRG);Education;Pre-primary and primary education;15
GF0902;Germany (until 1990 former territory of the FRG);Education;Secondary education;17
GF0903;Germany (until 1990 former territory of the FRG);Education;Post-secondary non-tertiary education;1
GF0904;Germany (until 1990 former territory of the FRG);Education;Tertiary education;8
GF0905;Germany (until 1990 former territory of the FRG);Education;Education not definable by level;1
GF0906;Germany (until 1990 former territory of the FRG);Education;Subsidiary services to education;4
GF0907;Germany (until 1990 former territory of the FRG);Education;R&D Education;0
GF0908;Germany (until 1990 former territory of the FRG);Education;Education n.e.c.;1
GF1001;Germany (until 1990 former territory of the FRG);Social protection;Sickness and disability;34
GF1002;Germany (until 1990 former territory of the FRG);Social protection;Old age;103
GF1003;Germany (until 1990 former territory of the FRG);Social protection;Survivors;20
GF1004;Germany (until 1990 former territory of the FRG);Social protection;Family and children;22
GF1005;Germany (until 1990 former territory of the FRG);Social protection;Unemployment;22
GF1006;Germany (until 1990 former territory of the FRG);Social protection;Housing;3
GF1007;Germany (until 1990 former territory of the FRG);Social protection;Social exclusion n.e.c.;7
GF1008;Germany (until 1990 former territory of the FRG);Social protection;R&D Social protection;0
GF1009;Germany (until 1990 former territory of the FRG);Social protection;Social protection n.e.c.;8
GF0101;Greece;General public services;Executive and legislative organs, financial and fiscal affairs, external affairs;20
GF0102;Greece;General public services;Foreign economic aid;0
GF0103;Greece;General public services;General services;27
GF0104;Greece;General public services;Basic research;0
GF0105;Greece;General public services;R&D General public services;5
GF0106;Greece;General public services;General public services n.e.c.;0
GF0107;Greece;General public services;Public debt transactions;32
GF0108;Greece;General public services;Transfers of a general character between different levels of government;0
GF0201;Greece;Defence;Military defence;26
GF0202;Greece;Defence;Civil defence;0
GF0203;Greece;Defence;Foreign military aid;0
GF0204;Greece;Defence;R&D Defence;0
GF0205;Greece;Defence;Defence n.e.c.;0
GF0301;Greece;Public order and safety;Police services;15
GF0302;Greece;Public order and safety;Fire-protection services;3
GF0303;Greece;Public order and safety;Law courts;4
GF0304;Greece;Public order and safety;Prisons;1
GF0305;Greece;Public order and safety;R&D Public order and safety;0
GF0306;Greece;Public order and safety;Public order and safety n.e.c.;0
GF0401;Greece;Economic affairs;General economic, commercial and labour affairs;55
GF0402;Greece;Economic affairs;Agriculture, forestry, fishing and hunting;5
GF0403;Greece;Economic affairs;Fuel and energy;0
GF0404;Greece;Economic affairs;Mining, manufacturing and construction;1
GF0405;Greece;Economic affairs;Transport;21
GF0406;Greece;Economic affairs;Communication;1
GF0407;Greece;Economic affairs;Other industries;0
GF0408;Greece;Economic affairs;R&D Economic affairs;0
GF0409;Greece;Economic affairs;Economic affairs n.e.c.;16
GF0501;Greece;Environmental protection;Waste management;8
GF0502;Greece;Environmental protection;Waste water management;1
GF0503;Greece;Environmental protection;Pollution abatement;7
GF0504;Greece;Environmental protection;Protection of biodiversity and landscape;0
GF0505;Greece;Environmental protection;R&D Environmental protection;0
GF0506;Greece;Environmental protection;Environmental protection n.e.c.;0
GF0601;Greece;Housing and community amenities;Housing development;0
GF0602;Greece;Housing and community amenities;Community development;0
GF0603;Greece;Housing and community amenities;Water supply;2
GF0604;Greece;Housing and community amenities;Street lighting;1
GF0605;Greece;Housing and community amenities;R&D Housing and community amenities;0
GF0606;Greece;Housing and community amenities;Housing and community amenities n.e.c.;0
GF0701;Greece;Health;Medical products, appliances and equipment;18
GF0702;Greece;Health;Outpatient services;6
GF0703;Greece;Health;Hospital services;40
GF0704;Greece;Health;Public health services;1
GF0705;Greece;Health;R&D Health;1
GF0706;Greece;Health;Health n.e.c.;0
GF0801;Greece;Recreation, culture and religion;Recreational and sporting services;5
GF0802;Greece;Recreation, culture and religion;Cultural services;2
GF0803;Greece;Recreation, culture and religion;Broadcasting and publishing services;1
GF0804;Greece;Recreation, culture and religion;Religious and other community services;0
GF0805;Greece;Recreation, culture and religion;R&D Recreation, culture and religion;0
GF0806;Greece;Recreation, culture and religion;Recreation, culture and religion n.e.c.;2
GF0901;Greece;Education;Pre-primary and primary education;14
GF0902;Greece;Education;Secondary education;14
GF0903;Greece;Education;Post-secondary non-tertiary education;0
GF0904;Greece;Education;Tertiary education;10
GF0905;Greece;Education;Education not definable by level;0
GF0906;Greece;Education;Subsidiary services to education;1
GF0907;Greece;Education;R&D Education;4
GF0908;Greece;Education;Education n.e.c.;2
GF1001;Greece;Social protection;Sickness and disability;17
GF1002;Greece;Social protection;Old age;157
GF1003;Greece;Social protection;Survivors;23
GF1004;Greece;Social protection;Family and children;10
GF1005;Greece;Social protection;Unemployment;9
GF1006;Greece;Social protection;Housing;2
