unit;sector;na_item;geo;TIME_PERIOD;OBS_VALUE
Million euro;General government;Government consolidated gross debt;Belgium;2015;438496.5
Million euro;General government;Government consolidated gross debt;Belgium;2016;451612.1
Million euro;General government;Government consolidated gross debt;Belgium;2017;454041.1
Million euro;General government;Government consolidated gross debt;Belgium;2018;459380.8
Million euro;General government;Government consolidated gross debt;Belgium;2019;467240.1
Million euro;General government;Government consolidated gross debt;Belgium;2020;515167.9
Million euro;General government;Government consolidated gross debt;Bulgaria;2001;10269.8
Million euro;General government;Government consolidated gross debt;Bulgaria;2002;8890.3
Million euro;General government;Government consolidated gross debt;Bulgaria;2003;8126.5
Million euro;General government;Government consolidated gross debt;Bulgaria;2004;7526.2
Million euro;General government;Government consolidated gross debt;Bulgaria;2005;6388.6
Million euro;General government;Government consolidated gross debt;Bulgaria;2006;5721.0
Million euro;General government;Government consolidated gross debt;Bulgaria;2007;5296.9
Million euro;General government;Government consolidated gross debt;Bulgaria;2008;4848.1
Million euro;General government;Government consolidated gross debt;Bulgaria;2009;5112.5
Million euro;General government;Government consolidated gross debt;Bulgaria;2010;5857.0
Million euro;General government;Government consolidated gross debt;Bulgaria;2011;6285.0
Million euro;General government;Government consolidated gross debt;Bulgaria;2012;7005.7
Million euro;General government;Government consolidated gross debt;Bulgaria;2013;7147.6
Million euro;General government;Government consolidated gross debt;Bulgaria;2014;11619.3
Million euro;General government;Government consolidated gross debt;Bulgaria;2015;11871.6
Million euro;General government;Government consolidated gross debt;Bulgaria;2016;14188.1
Million euro;General government;Government consolidated gross debt;Bulgaria;2017;13182.6
Million euro;General government;Government consolidated gross debt;Bulgaria;2018;12427.2
Million euro;General government;Government consolidated gross debt;Bulgaria;2019;12311.1
Million euro;General government;Government consolidated gross debt;Bulgaria;2020;15131.7
Million euro;General government;Government consolidated gross debt;Cyprus;2001;6660.9
Million euro;General government;Government consolidated gross debt;Cyprus;2002;7339.8
Million euro;General government;Government consolidated gross debt;Cyprus;2003;8184.8
Million euro;General government;Government consolidated gross debt;Cyprus;2004;9055.9
Million euro;General government;Government consolidated gross debt;Cyprus;2005;9595.9
Million euro;General government;Government consolidated gross debt;Cyprus;2006;9597.7
Million euro;General government;Government consolidated gross debt;Cyprus;2007;9461.9
Million euro;General government;Government consolidated gross debt;Cyprus;2008;8658.6
Million euro;General government;Government consolidated gross debt;Cyprus;2009;10139.0
Million euro;General government;Government consolidated gross debt;Cyprus;2010;10953.7
Million euro;General government;Government consolidated gross debt;Cyprus;2011;13057.9
Million euro;General government;Government consolidated gross debt;Cyprus;2012;15618.5
Million euro;General government;Government consolidated gross debt;Cyprus;2013;18706.5
Million euro;General government;Government consolidated gross debt;Cyprus;2014;19013.8
Million euro;General government;Government consolidated gross debt;Cyprus;2015;19164.1
Million euro;General government;Government consolidated gross debt;Cyprus;2016;19509.3
Million euro;General government;Government consolidated gross debt;Cyprus;2017;18814.1
Million euro;General government;Government consolidated gross debt;Cyprus;2018;21256.3
Million euro;General government;Government consolidated gross debt;Cyprus;2019;20958.0
Million euro;General government;Government consolidated gross debt;Cyprus;2020;24852.1
Million euro;General government;Government consolidated gross debt;Czechia;2001;18322.2
Million euro;General government;Government consolidated gross debt;Czechia;2002;22013.9
Million euro;General government;Government consolidated gross debt;Czechia;2003;24530.7
Million euro;General government;Government consolidated gross debt;Czechia;2004;28673.0
Million euro;General government;Government consolidated gross debt;Czechia;2005;31385.6
Million euro;General government;Government consolidated gross debt;Czechia;2006;35405.0
Million euro;General government;Government consolidated gross debt;Czechia;2007;39606.2
Million euro;General government;Government consolidated gross debt;Czechia;2008;42298.6
Million euro;General government;Government consolidated gross debt;Czechia;2009;49824.4
Million euro;General government;Government consolidated gross debt;Czechia;2010;59059.8
Million euro;General government;Government consolidated gross debt;Czechia;2011;62576.1
Million euro;General government;Government consolidated gross debt;Czechia;2012;71778.7
Million euro;General government;Government consolidated gross debt;Czechia;2013;67096.2
Million euro;General government;Government consolidated gross debt;Czechia;2014;65581.0
Million euro;General government;Government consolidated gross debt;Czechia;2015;67943.9
Million euro;General government;Government consolidated gross debt;Czechia;2016;64939.8
Million euro;General government;Government consolidated gross debt;Czechia;2017;68520.7
Million euro;General government;Government consolidated gross debt;Czechia;2018;67431.3
Million euro;General government;Government consolidated gross debt;Czechia;2019;68492.7
Million euro;General government;Government consolidated gross debt;Czechia;2020;81922.9
Million euro;General government;Government consolidated gross debt;Germany (until 1990 former territory of the FRG);2001;1264266.9
Million euro;General government;Government consolidated gross debt;Germany (until 1990 former territory of the FRG);2002;1317679.6
Million euro;General government;Government consolidated gross debt;Germany (until 1990 former territory of the FRG);2003;1405194.6
Million euro;General government;Government consolidated gross debt;Germany (until 1990 former territory of the FRG);2004;1475183.2
Million euro;General government;Government consolidated gross debt;Germany (until 1990 former territory of the FRG);2005;1545669.5
Million euro;General government;Government consolidated gross debt;Germany (until 1990 former territory of the FRG);2006;1595311.5
Million euro;General government;Government consolidated gross debt;Germany (until 1990 former territory of the FRG);2007;1603669.1
Million euro;General government;Government consolidated gross debt;Germany (until 1990 former territory of the FRG);2008;1672576.3
Million euro;General government;Government consolidated gross debt;Germany (until 1990 former territory of the FRG);2009;1789213.3
Million euro;General government;Government consolidated gross debt;Germany (until 1990 former territory of the FRG);2010;2102672.3
Million euro;General government;Government consolidated gross debt;Germany (until 1990 former territory of the FRG);2011;2139149.2
Million euro;General government;Government consolidated gross debt;Germany (until 1990 former territory of the FRG);2012;2216704.5
Million euro;General government;Government consolidated gross debt;Germany (until 1990 former territory of the FRG);2013;2201917.7
Million euro;General government;Government consolidated gross debt;Germany (until 1990 former territory of the FRG);2014;2203742.6
Million euro;General government;Government consolidated gross debt;Germany (until 1990 former territory of the FRG);2015;2177230.8
Million euro;General government;Government consolidated gross debt;Germany (until 1990 former territory of the FRG);2016;2161570.5
Million euro;General government;Government consolidated gross debt;Germany (until 1990 former territory of the FRG);2017;2111751.2
Million euro;General government;Government consolidated gross debt;Germany (until 1990 former territory of the FRG);2018;2063570.6
Million euro;General government;Government consolidated gross debt;Germany (until 1990 former territory of the FRG);2019;2046637.7
Million euro;General government;Government consolidated gross debt;Germany (until 1990 former territory of the FRG);2020;2315216.3
Million euro;General government;Government consolidated gross debt;Denmark;2001;89464.7
Million euro;General government;Government consolidated gross debt;Denmark;2002;93174.5
Million euro;General government;Government consolidated gross debt;Denmark;2003;89061.4
Million euro;General government;Government consolidated gross debt;Denmark;2004;89394.7
Million euro;General government;Government consolidated gross debt;Denmark;2005;79532.5
Million euro;General government;Government consolidated gross debt;Denmark;2006;71183.3
Million euro;General government;Government consolidated gross debt;Denmark;2007;63755.0
Million euro;General government;Government consolidated gross debt;Denmark;2008;80547.5
Million euro;General government;Government consolidated gross debt;Denmark;2009;92986.6
Million euro;General government;Government consolidated gross debt;Denmark;2010;103472.9
Million euro;General government;Government consolidated gross debt;Denmark;2011;114452.4
Million euro;General government;Government consolidated gross debt;Denmark;2012;114025.7
Million euro;General government;Government consolidated gross debt;Denmark;2013;113943.4
Million euro;General government;Government consolidated gross debt;Denmark;2014;117801.4
Million euro;General government;Government consolidated gross debt;Denmark;2015;108532.4
Million euro;General government;Government consolidated gross debt;Denmark;2016;105450.1
Million euro;General government;Government consolidated gross debt;Denmark;2017;105727.0
Million euro;General government;Government consolidated gross debt;Denmark;2018;102597.3
Million euro;General government;Government consolidated gross debt;Denmark;2019;104152.7
Million euro;General government;Government consolidated gross debt;Denmark;2020;131823.5
Million euro;General government;Government consolidated gross debt;Euro area - 19 countries  (2015-2022);2001;5011848.3
Million euro;General government;Government consolidated gross debt;Euro area - 19 countries  (2015-2022);2002;5177507.8
Million euro;General government;Government consolidated gross debt;Euro area - 19 countries  (2015-2022);2003;5430176.8
Million euro;General government;Government consolidated gross debt;Euro area - 19 countries  (2015-2022);2004;5687098.2
Million euro;General government;Government consolidated gross debt;Euro area - 19 countries  (2015-2022);2005;5949681.8
Million euro;General government;Government consolidated gross debt;Euro area - 19 countries  (2015-2022);2006;6088341.6
Million euro;General government;Government consolidated gross debt;Euro area - 19 countries  (2015-2022);2007;6200296.2
Million euro;General government;Government consolidated gross debt;Euro area - 19 countries  (2015-2022);2008;6709220.5
Million euro;General government;Government consolidated gross debt;Euro area - 19 countries  (2015-2022);2009;7448703.0
Million euro;General government;Government consolidated gross debt;Euro area - 19 countries  (2015-2022);2010;8174155.1
Million euro;General government;Government consolidated gross debt;Euro area - 19 countries  (2015-2022);2011;8586574.0
Million euro;General government;Government consolidated gross debt;Euro area - 19 countries  (2015-2022);2012;8956984.4
Million euro;General government;Government consolidated gross debt;Euro area - 19 countries  (2015-2022);2013;9244697.2
Million euro;General government;Government consolidated gross debt;Euro area - 19 countries  (2015-2022);2014;9478197.9
Million euro;General government;Government consolidated gross debt;Euro area - 19 countries  (2015-2022);2015;9607810.6
Million euro;General government;Government consolidated gross debt;Euro area - 19 countries  (2015-2022);2016;9784637.8
Million euro;General government;Government consolidated gross debt;Euro area - 19 countries  (2015-2022);2017;9871290.5
Million euro;General government;Government consolidated gross debt;Euro area - 19 countries  (2015-2022);2018;9971125.8
Million euro;General government;Government consolidated gross debt;Euro area - 19 countries  (2015-2022);2019;10058595.2
Million euro;General government;Government consolidated gross debt;Euro area - 19 countries  (2015-2022);2020;11118004.2
Million euro;General government;Government consolidated gross debt;Estonia;2001;333.4
Million euro;General government;Government consolidated gross debt;Estonia;2002;442.9
Million euro;General government;Government consolidated gross debt;Estonia;2003;489.7
Million euro;General government;Government consolidated gross debt;Estonia;2004;499.9
Million euro;General government;Government consolidated gross debt;Estonia;2005;533.1
Million euro;General government;Government consolidated gross debt;Estonia;2006;628.1
Million euro;General government;Government consolidated gross debt;Estonia;2007;617.5
Million euro;General government;Government consolidated gross debt;Estonia;2008;749.4
Million euro;General government;Government consolidated gross debt;Estonia;2009;1023.1
Million euro;General government;Government consolidated gross debt;Estonia;2010;981.9
Million euro;General government;Government consolidated gross debt;Estonia;2011;1027.4
Million euro;General government;Government consolidated gross debt;Estonia;2012;1762.5
Million euro;General government;Government consolidated gross debt;Estonia;2013;1934.2
Million euro;General government;Government consolidated gross debt;Estonia;2014;2129.9
Million euro;General government;Government consolidated gross debt;Estonia;2015;2077.4
Million euro;General government;Government consolidated gross debt;Estonia;2016;2174.1
Million euro;General government;Government consolidated gross debt;Estonia;2017;2174.0
Million euro;General government;Government consolidated gross debt;Estonia;2018;2127.4
Million euro;General government;Government consolidated gross debt;Estonia;2019;2373.4
Million euro;General government;Government consolidated gross debt;Estonia;2020;5094.4
Million euro;General government;Government consolidated gross debt;Greece;2001;162971.0
Million euro;General government;Government consolidated gross debt;Greece;2002;171410.0
Million euro;General government;Government consolidated gross debt;Greece;2003;181510.0
Million euro;General government;Government consolidated gross debt;Greece;2004;199282.0
Million euro;General government;Government consolidated gross debt;Greece;2005;213976.0
Million euro;General government;Government consolidated gross debt;Greece;2006;225730.0
Million euro;General government;Government consolidated gross debt;Greece;2007;239915.0
Million euro;General government;Government consolidated gross debt;Greece;2008;264775.0
Million euro;General government;Government consolidated gross debt;Greece;2009;301062.0
Million euro;General government;Government consolidated gross debt;Greece;2010;330570.0
Million euro;General government;Government consolidated gross debt;Greece;2011;356235.0
Million euro;General government;Government consolidated gross debt;Greece;2012;305085.0
Million euro;General government;Government consolidated gross debt;Greece;2013;320498.0
Million euro;General government;Government consolidated gross debt;Greece;2014;319629.0
Million euro;General government;Government consolidated gross debt;Greece;2015;311729.0
Million euro;General government;Government consolidated gross debt;Greece;2016;315012.0
Million euro;General government;Government consolidated gross debt;Greece;2017;317481.0
Million euro;General government;Government consolidated gross debt;Greece;2018;334721.0
Million euro;General government;Government consolidated gross debt;Greece;2019;331093.0
Million euro;General government;Government consolidated gross debt;Greece;2020;341153.0
Million euro;General government;Government consolidated gross debt;Spain;2001;378883.0
Million euro;General government;Government consolidated gross debt;Spain;2002;384145.0
Million euro;General government;Government consolidated gross debt;Spain;2003;382775.0
Million euro;General government;Government consolidated gross debt;Spain;2004;389888.0
Million euro;General government;Government consolidated gross debt;Spain;2005;393479.0
Million euro;General government;Government consolidated gross debt;Spain;2006;392132.0
Million euro;General government;Government consolidated gross debt;Spain;2007;384662.0
Million euro;General government;Government consolidated gross debt;Spain;2008;440621.0
Million euro;General government;Government consolidated gross debt;Spain;2009;569535.0
Million euro;General government;Government consolidated gross debt;Spain;2010;649153.0
Million euro;General government;Government consolidated gross debt;Spain;2011;743043.0
Million euro;General government;Government consolidated gross debt;Spain;2012;927813.0
Million euro;General government;Government consolidated gross debt;Spain;2013;1025655.0
Million euro;General government;Government consolidated gross debt;Spain;2014;1084846.0
Million euro;General government;Government consolidated gross debt;Spain;2015;1113661.0
Million euro;General government;Government consolidated gross debt;Spain;2016;1145050.0
Million euro;General government;Government consolidated gross debt;Spain;2017;1183412.0
Million euro;General government;Government consolidated gross debt;Spain;2018;1208861.0
Million euro;General government;Government consolidated gross debt;Spain;2019;1223355.0
Million euro;General government;Government consolidated gross debt;Spain;2020;1345786.0
Million euro;General government;Government consolidated gross debt;European Union - 27 countries (from 2020);2001;5406306.5
Million euro;General government;Government consolidated gross debt;European Union - 27 countries (from 2020);2002;5589363.1
Million euro;General government;Government consolidated gross debt;European Union - 27 countries (from 2020);2003;5846779.1
Million euro;General government;Government consolidated gross debt;European Union - 27 countries (from 2020);2004;6143254.7
Million euro;General government;Government consolidated gross debt;European Union - 27 countries (from 2020);2005;6420183.4
Million euro;General government;Government consolidated gross debt;European Union - 27 countries (from 2020);2006;6573566.7
Million euro;General government;Government consolidated gross debt;European Union - 27 countries (from 2020);2007;6689885.6
Million euro;General government;Government consolidated gross debt;European Union - 27 countries (from 2020);2008;7207709.8
Million euro;General government;Government consolidated gross debt;European Union - 27 countries (from 2020);2009;8021697.7
Million euro;General government;Government consolidated gross debt;European Union - 27 countries (from 2020);2010;8830822.7
Million euro;General government;Government consolidated gross debt;European Union - 27 countries (from 2020);2011;9262712.7
Million euro;General government;Government consolidated gross debt;European Union - 27 countries (from 2020);2012;9687372.8
Million euro;General government;Government consolidated gross debt;European Union - 27 countries (from 2020);2013;9997310.2
Million euro;General government;Government consolidated gross debt;European Union - 27 countries (from 2020);2014;10242750.6
Million euro;General government;Government consolidated gross debt;European Union - 27 countries (from 2020);2015;10395285.8
Million euro;General government;Government consolidated gross debt;European Union - 27 countries (from 2020);2016;10580287.1
Million euro;General government;Government consolidated gross debt;European Union - 27 countries (from 2020);2017;10686751.6
Million euro;General government;Government consolidated gross debt;European Union - 27 countries (from 2020);2018;10781810.7
Million euro;General government;Government consolidated gross debt;European Union - 27 countries (from 2020);2019;10871093.0
Million euro;General government;Government consolidated gross debt;European Union - 27 countries (from 2020);2020;12090469.9
Million euro;General government;Government consolidated gross debt;Finland;2001;62825.0
Million euro;General government;Government consolidated gross debt;Finland;2002;63299.0
Million euro;General government;Government consolidated gross debt;Finland;2003;68508.0
Million euro;General government;Government consolidated gross debt;Finland;2004;71335.0
Million euro;General government;Government consolidated gross debt;Finland;2005;69397.0
Million euro;General government;Government consolidated gross debt;Finland;2006;69532.0
Million euro;General government;Government consolidated gross debt;Finland;2007;67340.0
Million euro;General government;Government consolidated gross debt;Finland;2008;67435.0
Million euro;General government;Government consolidated gross debt;Finland;2009;80200.0
Million euro;General government;Government consolidated gross debt;Finland;2010;94286.0
Million euro;General government;Government consolidated gross debt;Finland;2011;102829.0
Million euro;General government;Government consolidated gross debt;Finland;2012;115931.0
Million euro;General government;Government consolidated gross debt;Finland;2013;123726.0
Million euro;General government;Government consolidated gross debt;Finland;2014;133359.1
Million euro;General government;Government consolidated gross debt;Finland;2015;144443.0
Million euro;General government;Government consolidated gross debt;Finland;2016;147963.0
Million euro;General government;Government consolidated gross debt;Finland;2017;149457.0
Million euro;General government;Government consolidated gross debt;Finland;2018;151430.0
Million euro;General government;Government consolidated gross debt;Finland;2019;155650.0
Million euro;General government;Government consolidated gross debt;Finland;2020;177940.0
Million euro;General government;Government consolidated gross debt;France;2001;897446.0
Million euro;General government;Government consolidated gross debt;France;2002;956794.0
Million euro;General government;Government consolidated gross debt;France;2003;1050356.0
Million euro;General government;Government consolidated gross debt;France;2004;1123615.0
Million euro;General government;Government consolidated gross debt;France;2005;1189919.0
Million euro;General government;Government consolidated gross debt;France;2006;1194106.0
Million euro;General government;Government consolidated gross debt;France;2007;1252867.0
Million euro;General government;Government consolidated gross debt;France;2008;1370326.0
Million euro;General government;Government consolidated gross debt;France;2009;1607983.0
Million euro;General government;Government consolidated gross debt;France;2010;1701122.0
Million euro;General government;Government consolidated gross debt;France;2011;1807957.0
Million euro;General government;Government consolidated gross debt;France;2012;1892540.0
Million euro;General government;Government consolidated gross debt;France;2013;1977734.0
Million euro;General government;Government consolidated gross debt;France;2014;2039884.0
Million euro;General government;Government consolidated gross debt;France;2015;2101255.0
Million euro;General government;Government consolidated gross debt;France;2016;2188481.0
Million euro;General government;Government consolidated gross debt;France;2017;2254331.0
Million euro;General government;Government consolidated gross debt;France;2018;2310877.0
Million euro;General government;Government consolidated gross debt;France;2019;2374942.0
Million euro;General government;Government consolidated gross debt;France;2020;2656153.0
Million euro;General government;Government consolidated gross debt;Croatia;2001;9661.3
Million euro;General government;Government consolidated gross debt;Croatia;2002;10397.5
Million euro;General government;Government consolidated gross debt;Croatia;2003;11622.3
Million euro;General government;Government consolidated gross debt;Croatia;2004;13210.7
Million euro;General government;Government consolidated gross debt;Croatia;2005;15124.7
Million euro;General government;Government consolidated gross debt;Croatia;2006;15534.8
Million euro;General government;Government consolidated gross debt;Croatia;2007;16488.4
Million euro;General government;Government consolidated gross debt;Croatia;2008;18559.3
Million euro;General government;Government consolidated gross debt;Croatia;2009;22096.9
Million euro;General government;Government consolidated gross debt;Croatia;2010;25790.4
Million euro;General government;Government consolidated gross debt;Croatia;2011;28518.7
Million euro;General government;Government consolidated gross debt;Croatia;2012;30747.0
Million euro;General government;Government consolidated gross debt;Croatia;2013;35386.3
Million euro;General government;Government consolidated gross debt;Croatia;2014;36741.7
Million euro;General government;Government consolidated gross debt;Croatia;2015;37534.5
Million euro;General government;Government consolidated gross debt;Croatia;2016;37575.8
Million euro;General government;Government consolidated gross debt;Croatia;2017;38365.9
Million euro;General government;Government consolidated gross debt;Croatia;2018;38664.6
Million euro;General government;Government consolidated gross debt;Croatia;2019;39415.7
Million euro;General government;Government consolidated gross debt;Croatia;2020;43780.8
Million euro;General government;Government consolidated gross debt;Hungary;2001;32818.1
Million euro;General government;Government consolidated gross debt;Hungary;2002;41007.4
Million euro;General government;Government consolidated gross debt;Hungary;2003;42348.3
Million euro;General government;Government consolidated gross debt;Hungary;2004;50505.1
Million euro;General government;Government consolidated gross debt;Hungary;2005;54075.6
Million euro;General government;Government consolidated gross debt;Hungary;2006;62298.8
Million euro;General government;Government consolidated gross debt;Hungary;2007;66503.3
Million euro;General government;Government consolidated gross debt;Hungary;2008;73317.3
Million euro;General government;Government consolidated gross debt;Hungary;2009;76528.1
Million euro;General government;Government consolidated gross debt;Hungary;2010;79114.5
Million euro;General government;Government consolidated gross debt;Hungary;2011;72881.6
Million euro;General government;Government consolidated gross debt;Hungary;2012;77530.7
Million euro;General government;Government consolidated gross debt;Hungary;2013;78882.3
Million euro;General government;Government consolidated gross debt;Hungary;2014;79575.8
Million euro;General government;Government consolidated gross debt;Hungary;2015;83833.8
Million euro;General government;Government consolidated gross debt;Hungary;2016;87470.1
Million euro;General government;Government consolidated gross debt;Hungary;2017;91265.8
Million euro;General government;Government consolidated gross debt;Hungary;2018;93372.4
Million euro;General government;Government consolidated gross debt;Hungary;2019;94210.1
Million euro;General government;Government consolidated gross debt;Hungary;2020;105495.3
Million euro;General government;Government consolidated gross debt;Ireland;2001;40969.2
Million euro;General government;Government consolidated gross debt;Ireland;2002;41987.4
Million euro;General government;Government consolidated gross debt;Ireland;2003;43409.3
Million euro;General government;Government consolidated gross debt;Ireland;2004;43888.9
Million euro;General government;Government consolidated gross debt;Ireland;2005;44371.3
Million euro;General government;Government consolidated gross debt;Ireland;2006;43723.8
Million euro;General government;Government consolidated gross debt;Ireland;2007;47183.1
Million euro;General government;Government consolidated gross debt;Ireland;2008;79621.0
Million euro;General government;Government consolidated gross debt;Ireland;2009;104685.4
Million euro;General government;Government consolidated gross debt;Ireland;2010;144229.6
Million euro;General government;Government consolidated gross debt;Ireland;2011;189726.7
Million euro;General government;Government consolidated gross debt;Ireland;2012;210026.1
Million euro;General government;Government consolidated gross debt;Ireland;2013;215241.6
Million euro;General government;Government consolidated gross debt;Ireland;2014;203381.6
Million euro;General government;Government consolidated gross debt;Ireland;2015;201673.9
Million euro;General government;Government consolidated gross debt;Ireland;2016;200635.0
Million euro;General government;Government consolidated gross debt;Ireland;2017;201267.0
Million euro;General government;Government consolidated gross debt;Ireland;2018;205847.5
Million euro;General government;Government consolidated gross debt;Ireland;2019;203363.7
Million euro;General government;Government consolidated gross debt;Ireland;2020;217741.5
Million euro;General government;Government consolidated gross debt;Italy;2001;1420026.9
Million euro;General government;Government consolidated gross debt;Italy;2002;1436141.8
Million euro;General government;Government consolidated gross debt;Italy;2003;1471325.7
Million euro;General government;Government consolidated gross debt;Italy;2004;1526400.5
Million euro;General government;Government consolidated gross debt;Italy;2005;1591580.6
Million euro;General government;Government consolidated gross debt;Italy;2006;1657334.2
Million euro;General government;Government consolidated gross debt;Italy;2007;1677649.8
Million euro;General government;Government consolidated gross debt;Italy;2008;1738647.0
Million euro;General government;Government consolidated gross debt;Italy;2009;1839232.6
Million euro;General government;Government consolidated gross debt;Italy;2010;1920620.2
Million euro;General government;Government consolidated gross debt;Italy;2011;1973445.2
Million euro;General government;Government consolidated gross debt;Italy;2012;2054727.9
Million euro;General government;Government consolidated gross debt;Italy;2013;2136202.1
Million euro;General government;Government consolidated gross debt;Italy;2014;2202971.5
Million euro;General government;Government consolidated gross debt;Italy;2015;2239382.9
Million euro;General government;Government consolidated gross debt;Italy;2016;2285669.0
Million euro;General government;Government consolidated gross debt;Italy;2017;2329858.6
Million euro;General government;Government consolidated gross debt;Italy;2018;2381513.3
Million euro;General government;Government consolidated gross debt;Italy;2019;2410010.9
Million euro;General government;Government consolidated gross debt;Italy;2020;2572756.6
Million euro;General government;Government consolidated gross debt;Lithuania;2001;3185.2
Million euro;General government;Government consolidated gross debt;Lithuania;2002;3365.7
Million euro;General government;Government consolidated gross debt;Lithuania;2003;3395.1
Million euro;General government;Government consolidated gross debt;Lithuania;2004;3404.5
Million euro;General government;Government consolidated gross debt;Lithuania;2005;3701.9
Million euro;General government;Government consolidated gross debt;Lithuania;2006;4151.9
Million euro;General government;Government consolidated gross debt;Lithuania;2007;4609.7
Million euro;General government;Government consolidated gross debt;Lithuania;2008;4762.1
Million euro;General government;Government consolidated gross debt;Lithuania;2009;7528.5
Million euro;General government;Government consolidated gross debt;Lithuania;2010;10150.9
Million euro;General government;Government consolidated gross debt;Lithuania;2011;11629.3
Million euro;General government;Government consolidated gross debt;Lithuania;2012;13264.1
Million euro;General government;Government consolidated gross debt;Lithuania;2013;13550.8
Million euro;General government;Government consolidated gross debt;Lithuania;2014;14827.6
Million euro;General government;Government consolidated gross debt;Lithuania;2015;15880.8
Million euro;General government;Government consolidated gross debt;Lithuania;2016;15446.7
Million euro;General government;Government consolidated gross debt;Lithuania;2017;16540.3
Million euro;General government;Government consolidated gross debt;Lithuania;2018;15321.7
Million euro;General government;Government consolidated gross debt;Lithuania;2019;17525.7
Million euro;General government;Government consolidated gross debt;Lithuania;2020;23062.2
Million euro;General government;Government consolidated gross debt;Luxembourg;2001;1823.6
Million euro;General government;Government consolidated gross debt;Luxembourg;2002;1864.4
Million euro;General government;Government consolidated gross debt;Luxembourg;2003;1951.1
Million euro;General government;Government consolidated gross debt;Luxembourg;2004;2208.4
Million euro;General government;Government consolidated gross debt;Luxembourg;2005;2409.2
Million euro;General government;Government consolidated gross debt;Luxembourg;2006;2805.8
Million euro;General government;Government consolidated gross debt;Luxembourg;2007;3048.9
Million euro;General government;Government consolidated gross debt;Luxembourg;2008;5855.4
Million euro;General government;Government consolidated gross debt;Luxembourg;2009;5970.4
Million euro;General government;Government consolidated gross debt;Luxembourg;2010;8095.7
Million euro;General government;Government consolidated gross debt;Luxembourg;2011;8202.4
Million euro;General government;Government consolidated gross debt;Luxembourg;2012;9701.5
Million euro;General government;Government consolidated gross debt;Luxembourg;2013;10995.3
Million euro;General government;Government consolidated gross debt;Luxembourg;2014;11317.5
Million euro;General government;Government consolidated gross debt;Luxembourg;2015;11433.3
Million euro;General government;Government consolidated gross debt;Luxembourg;2016;11011.3
Million euro;General government;Government consolidated gross debt;Luxembourg;2017;12677.1
Million euro;General government;Government consolidated gross debt;Luxembourg;2018;12567.1
Million euro;General government;Government consolidated gross debt;Luxembourg;2019;13959.1
Million euro;General government;Government consolidated gross debt;Luxembourg;2020;15874.2
Million euro;General government;Government consolidated gross debt;Latvia;2001;1304.4
Million euro;General government;Government consolidated gross debt;Latvia;2002;1251.5
Million euro;General government;Government consolidated gross debt;Latvia;2003;1410.2
Million euro;General government;Government consolidated gross debt;Latvia;2004;1628.6
Million euro;General government;Government consolidated gross debt;Latvia;2005;1638.8
Million euro;General government;Government consolidated gross debt;Latvia;2006;1736.5
Million euro;General government;Government consolidated gross debt;Latvia;2007;1935.1
Million euro;General government;Government consolidated gross debt;Latvia;2008;4511.3
Million euro;General government;Government consolidated gross debt;Latvia;2009;6957.0
Million euro;General government;Government consolidated gross debt;Latvia;2010;8537.7
Million euro;General government;Government consolidated gross debt;Latvia;2011;8948.5
Million euro;General government;Government consolidated gross debt;Latvia;2012;9364.1
Million euro;General government;Government consolidated gross debt;Latvia;2013;9172.0
Million euro;General government;Government consolidated gross debt;Latvia;2014;9817.9
Million euro;General government;Government consolidated gross debt;Latvia;2015;9089.1
Million euro;General government;Government consolidated gross debt;Latvia;2016;10224.1
Million euro;General government;Government consolidated gross debt;Latvia;2017;10492.6
Million euro;General government;Government consolidated gross debt;Latvia;2018;10784.0
Million euro;General government;Government consolidated gross debt;Latvia;2019;11209.1
Million euro;General government;Government consolidated gross debt;Latvia;2020;12710.6
Million euro;General government;Government consolidated gross debt;Malta;2001;2989.2
Million euro;General government;Government consolidated gross debt;Malta;2002;2927.3
Million euro;General government;Government consolidated gross debt;Malta;2003;3267.4
Million euro;General government;Government consolidated gross debt;Malta;2004;3449.6
Million euro;General government;Government consolidated gross debt;Malta;2005;3606.4
Million euro;General government;Government consolidated gross debt;Malta;2006;3472.9
Million euro;General government;Government consolidated gross debt;Malta;2007;3584.6
Million euro;General government;Government consolidated gross debt;Malta;2008;3837.0
Million euro;General government;Government consolidated gross debt;Malta;2009;4152.7
Million euro;General government;Government consolidated gross debt;Malta;2010;4462.5
Million euro;General government;Government consolidated gross debt;Malta;2011;4848.3
Million euro;General government;Government consolidated gross debt;Malta;2012;4907.4
Million euro;General government;Government consolidated gross debt;Malta;2013;5278.4
Million euro;General government;Government consolidated gross debt;Malta;2014;5433.3
Million euro;General government;Government consolidated gross debt;Malta;2015;5623.1
Million euro;General government;Government consolidated gross debt;Malta;2016;5769.7
Million euro;General government;Government consolidated gross debt;Malta;2017;5705.4
Million euro;General government;Government consolidated gross debt;Malta;2018;5662.1
Million euro;General government;Government consolidated gross debt;Malta;2019;5720.2
Million euro;General government;Government consolidated gross debt;Malta;2020;6974.6
Million euro;General government;Government consolidated gross debt;Netherlands;2001;238641.0
Million euro;General government;Government consolidated gross debt;Netherlands;2002;244876.0
Million euro;General government;Government consolidated gross debt;Netherlands;2003;256443.0
Million euro;General government;Government consolidated gross debt;Netherlands;2004;266292.0
Million euro;General government;Government consolidated gross debt;Netherlands;2005;274237.0
Million euro;General government;Government consolidated gross debt;Netherlands;2006;264117.0
