unit;na_item;geo;TIME_PERIOD;OBS_VALUE
Million euro;Total general government expenditure;Euro area – 20 countries (from 2023);2011;4866952.1
Million euro;Total general government expenditure;Euro area – 20 countries (from 2023);2012;4949604.5
Million euro;Total general government expenditure;Euro area – 20 countries (from 2023);2013;4989518.2
Million euro;Total general government expenditure;Euro area – 20 countries (from 2023);2014;5038312.2
Million euro;Total general government expenditure;Euro area – 20 countries (from 2023);2015;5120148.1
Million euro;Total general government expenditure;Euro area – 20 countries (from 2023);2016;5186712.5
Million euro;Total general government expenditure;Euro area – 20 countries (from 2023);2017;5313557.5
Million euro;Total general government expenditure;Euro area – 20 countries (from 2023);2018;5462110.2
Million euro;Total general government expenditure;Euro area – 20 countries (from 2023);2019;5651695.2
Million euro;Total general government expenditure;Euro area – 20 countries (from 2023);2020;6150807.2
Million euro;Total general government expenditure;Euro area – 20 countries (from 2023);2021;6473941.5
Million euro;Total general government expenditure;Estonia;2001;2443.1
Million euro;Total general government expenditure;Estonia;2002;2806.3
Million euro;Total general government expenditure;Estonia;2003;3063.7
Million euro;Total general government expenditure;Estonia;2004;3330.2
Million euro;Total general government expenditure;Estonia;2005;3824.7
Million euro;Total general government expenditure;Estonia;2006;4537.0
Million euro;Total general government expenditure;Estonia;2007;5533.4
Million euro;Total general government expenditure;Estonia;2008;6555.9
Million euro;Total general government expenditure;Estonia;2009;6479.8
Million euro;Total general government expenditure;Estonia;2010;5936.9
Million euro;Total general government expenditure;Estonia;2011;6241.4
Million euro;Total general government expenditure;Estonia;2012;7031.5
Million euro;Total general government expenditure;Estonia;2013;7266.3
Million euro;Total general government expenditure;Estonia;2014;7571.1
Million euro;Total general government expenditure;Estonia;2015;8154.5
Million euro;Total general government expenditure;Estonia;2016;8568.1
Million euro;Total general government expenditure;Estonia;2017;9351.4
Million euro;Total general government expenditure;Estonia;2018;10183.9
Million euro;Total general government expenditure;Estonia;2019;10936.1
Million euro;Total general government expenditure;Estonia;2020;12323.5
Million euro;Total general government expenditure;Estonia;2021;13034.6
Million euro;Total general government expenditure;Greece;2001;69988.0
Million euro;Total general government expenditure;Greece;2002;74860.0
Million euro;Total general government expenditure;Greece;2003;83355.0
Million euro;Total general government expenditure;Greece;2004;92237.0
Million euro;Total general government expenditure;Greece;2005;90778.0
Million euro;Total general government expenditure;Greece;2006;98292.0
Million euro;Total general government expenditure;Greece;2007;109528.0
Million euro;Total general government expenditure;Greece;2008;123041.0
Million euro;Total general government expenditure;Greece;2009;128469.0
Million euro;Total general government expenditure;Greece;2010;118690.0
Million euro;Total general government expenditure;Greece;2011;112064.0
Million euro;Total general government expenditure;Greece;2012;106844.0
Million euro;Total general government expenditure;Greece;2013;112926.0
Million euro;Total general government expenditure;Greece;2014;89913.0
Million euro;Total general government expenditure;Greece;2015;95336.0
Million euro;Total general government expenditure;Greece;2016;87154.0
Million euro;Total general government expenditure;Greece;2017;85871.0
Million euro;Total general government expenditure;Greece;2018;87132.0
Million euro;Total general government expenditure;Greece;2019;87677.0
Million euro;Total general government expenditure;Greece;2020;98733.0
Million euro;Total general government expenditure;Greece;2021;104368.0
Million euro;Total general government expenditure;Spain;2001;269274.0
Million euro;Total general government expenditure;Spain;2002;289607.0
Million euro;Total general government expenditure;Spain;2003;307871.0
Million euro;Total general government expenditure;Spain;2004;333736.0
Million euro;Total general government expenditure;Spain;2005;356857.0
Million euro;Total general government expenditure;Spain;2006;385827.0
Million euro;Total general government expenditure;Spain;2007;422204.0
Million euro;Total general government expenditure;Spain;2008;459823.0
Million euro;Total general government expenditure;Spain;2009;494355.0
Million euro;Total general government expenditure;Spain;2010;493815.0
Million euro;Total general government expenditure;Spain;2011;490976.0
Million euro;Total general government expenditure;Spain;2012;510092.0
Million euro;Total general government expenditure;Spain;2013;473465.0
Million euro;Total general government expenditure;Spain;2014;468113.0
Million euro;Total general government expenditure;Spain;2015;474881.0
Million euro;Total general government expenditure;Spain;2016;473208.0
Million euro;Total general government expenditure;Spain;2017;480265.0
Million euro;Total general government expenditure;Spain;2018;503364.0
Million euro;Total general government expenditure;Spain;2019;526652.0
Million euro;Total general government expenditure;Spain;2020;580771.0
Million euro;Total general government expenditure;Spain;2021;610864.0
Million euro;Total general government expenditure;European Union - 27 countries (from 2020);2001;3881098.4
Million euro;Total general government expenditure;European Union - 27 countries (from 2020);2002;4050077.1
Million euro;Total general government expenditure;European Union - 27 countries (from 2020);2003;4193398.2
Million euro;Total general government expenditure;European Union - 27 countries (from 2020);2004;4321302.5
Million euro;Total general government expenditure;European Union - 27 countries (from 2020);2005;4495387.3
Million euro;Total general government expenditure;European Union - 27 countries (from 2020);2006;4690957.2
Million euro;Total general government expenditure;European Union - 27 countries (from 2020);2007;4896591.5
Million euro;Total general government expenditure;European Union - 27 countries (from 2020);2008;5178299.5
Million euro;Total general government expenditure;European Union - 27 countries (from 2020);2009;5365658.2
Million euro;Total general government expenditure;European Union - 27 countries (from 2020);2010;5548777.4
Million euro;Total general government expenditure;European Union - 27 countries (from 2020);2011;5568069.1
Million euro;Total general government expenditure;European Union - 27 countries (from 2020);2012;5670551.3
Million euro;Total general government expenditure;European Union - 27 countries (from 2020);2013;5717294.3
Million euro;Total general government expenditure;European Union - 27 countries (from 2020);2014;5774308.8
Million euro;Total general government expenditure;European Union - 27 countries (from 2020);2015;5877292.8
Million euro;Total general government expenditure;European Union - 27 countries (from 2020);2016;5943145.1
Million euro;Total general government expenditure;European Union - 27 countries (from 2020);2017;6107755.4
Million euro;Total general government expenditure;European Union - 27 countries (from 2020);2018;6296653.1
Million euro;Total general government expenditure;European Union - 27 countries (from 2020);2019;6525807.8
Million euro;Total general government expenditure;European Union - 27 countries (from 2020);2020;7111252.2
Million euro;Total general government expenditure;European Union - 27 countries (from 2020);2021;7475156.6
Million euro;Total general government expenditure;Finland;2001;68376.0
Million euro;Total general government expenditure;Finland;2002;71971.0
Million euro;Total general government expenditure;Finland;2003;74873.0
Million euro;Total general government expenditure;Finland;2004;77987.0
Million euro;Total general government expenditure;Finland;2005;80729.0
Million euro;Total general government expenditure;Finland;2006;83111.0
Million euro;Total general government expenditure;Finland;2007;87119.0
Million euro;Total general government expenditure;Finland;2008;93006.0
Million euro;Total general government expenditure;Finland;2009;98310.0
Million euro;Total general government expenditure;Finland;2010;101422.0
Million euro;Total general government expenditure;Finland;2011;106241.0
Million euro;Total general government expenditure;Finland;2012;111456.0
Million euro;Total general government expenditure;Finland;2013;116102.0
Million euro;Total general government expenditure;Finland;2014;118504.0
Million euro;Total general government expenditure;Finland;2015;119415.0
Million euro;Total general government expenditure;Finland;2016;121044.0
Million euro;Total general government expenditure;Finland;2017;121375.0
Million euro;Total general government expenditure;Finland;2018;124626.0
Million euro;Total general government expenditure;Finland;2019;127945.0
Million euro;Total general government expenditure;Finland;2020;136128.0
Million euro;Total general government expenditure;Finland;2021;139956.0
Million euro;Total general government expenditure;France;2001;795531.0
Million euro;Total general government expenditure;France;2002;838298.0
Million euro;Total general government expenditure;France;2003;868664.0
Million euro;Total general government expenditure;France;2004;902872.0
Million euro;Total general government expenditure;France;2005;941123.0
Million euro;Total general government expenditure;France;2006;977223.0
Million euro;Total general government expenditure;France;2007;1020486.0
Million euro;Total general government expenditure;France;2008;1061865.0
Million euro;Total general government expenditure;France;2009;1106701.0
Million euro;Total general government expenditure;France;2010;1134956.0
Million euro;Total general government expenditure;France;2011;1158670.0
Million euro;Total general government expenditure;France;2012;1192859.0
Million euro;Total general government expenditure;France;2013;1211621.0
Million euro;Total general government expenditure;France;2014;1229958.0
Million euro;Total general government expenditure;France;2015;1248656.0
Million euro;Total general government expenditure;France;2016;1266435.0
Million euro;Total general government expenditure;France;2017;1298021.0
Million euro;Total general government expenditure;France;2018;1315051.0
Million euro;Total general government expenditure;France;2019;1349275.0
Million euro;Total general government expenditure;France;2020;1420848.0
Million euro;Total general government expenditure;France;2021;1476678.0
Million euro;Total general government expenditure;Croatia;2001;13003.3
Million euro;Total general government expenditure;Croatia;2002;14401.1
Million euro;Total general government expenditure;Croatia;2003;15156.0
Million euro;Total general government expenditure;Croatia;2004;16522.2
Million euro;Total general government expenditure;Croatia;2005;16786.4
Million euro;Total general government expenditure;Croatia;2006;18219.2
Million euro;Total general government expenditure;Croatia;2007;20325.4
Million euro;Total general government expenditure;Croatia;2008;22023.3
Million euro;Total general government expenditure;Croatia;2009;22842.7
Million euro;Total general government expenditure;Croatia;2010;22260.2
Million euro;Total general government expenditure;Croatia;2011;22042.3
Million euro;Total general government expenditure;Croatia;2012;21542.6
Million euro;Total general government expenditure;Croatia;2013;21691.9
Million euro;Total general government expenditure;Croatia;2014;21379.4
Million euro;Total general government expenditure;Croatia;2015;21491.0
Million euro;Total general government expenditure;Croatia;2016;21985.5
Million euro;Total general government expenditure;Croatia;2017;22341.6
Million euro;Total general government expenditure;Croatia;2018;23995.6
Million euro;Total general government expenditure;Croatia;2019;25631.1
Million euro;Total general government expenditure;Croatia;2020;27220.5
Million euro;Total general government expenditure;Croatia;2021;28276.4
Million euro;Total general government expenditure;Hungary;2001;28357.5
Million euro;Total general government expenditure;Hungary;2002;36591.9
Million euro;Total general government expenditure;Hungary;2003;37051.4
Million euro;Total general government expenditure;Hungary;2004;40869.4
Million euro;Total general government expenditure;Hungary;2005;44924.6
Million euro;Total general government expenditure;Hungary;2006;47314.1
Million euro;Total general government expenditure;Hungary;2007;51065.1
Million euro;Total general government expenditure;Hungary;2008;52813.0
Million euro;Total general government expenditure;Hungary;2009;47831.7
Million euro;Total general government expenditure;Hungary;2010;48701.5
Million euro;Total general government expenditure;Hungary;2011;50116.4
Million euro;Total general government expenditure;Hungary;2012;49237.5
Million euro;Total general government expenditure;Hungary;2013;51183.1
Million euro;Total general government expenditure;Hungary;2014;53180.6
Million euro;Total general government expenditure;Hungary;2015;56823.8
Million euro;Total general government expenditure;Hungary;2016;54404.9
Million euro;Total general government expenditure;Hungary;2017;59343.1
Million euro;Total general government expenditure;Hungary;2018;62791.3
Million euro;Total general government expenditure;Hungary;2019;67480.6
Million euro;Total general government expenditure;Hungary;2020;70405.9
Million euro;Total general government expenditure;Hungary;2021;74447.5
Million euro;Total general government expenditure;Ireland;2001;39279.7
Million euro;Total general government expenditure;Ireland;2002;44715.8
Million euro;Total general government expenditure;Ireland;2003;47552.2
Million euro;Total general government expenditure;Ireland;2004;51287.1
Million euro;Total general government expenditure;Ireland;2005;56238.3
Million euro;Total general government expenditure;Ireland;2006;62062.7
Million euro;Total general government expenditure;Ireland;2007;70236.2
Million euro;Total general government expenditure;Ireland;2008;77829.7
Million euro;Total general government expenditure;Ireland;2009;79460.5
Million euro;Total general government expenditure;Ireland;2010;108627.8
Million euro;Total general government expenditure;Ireland;2011;81113.7
Million euro;Total general government expenditure;Ireland;2012;74665.9
Million euro;Total general government expenditure;Ireland;2013;72869.7
Million euro;Total general government expenditure;Ireland;2014;73315.0
Million euro;Total general government expenditure;Ireland;2015;76416.8
Million euro;Total general government expenditure;Ireland;2016;75880.4
Million euro;Total general government expenditure;Ireland;2017;77882.2
Million euro;Total general government expenditure;Ireland;2018;82792.2
Million euro;Total general government expenditure;Ireland;2019;86510.3
Million euro;Total general government expenditure;Ireland;2020;101952.5
Million euro;Total general government expenditure;Ireland;2021;105814.2
Million euro;Total general government expenditure;Iceland;2001;4351.8
Million euro;Total general government expenditure;Iceland;2002;4505.3
Million euro;Total general government expenditure;Iceland;2003;4835.6
Million euro;Total general government expenditure;Iceland;2004;5199.2
Million euro;Total general government expenditure;Iceland;2005;6105.4
Million euro;Total general government expenditure;Iceland;2006;6262.4
Million euro;Total general government expenditure;Iceland;2007;7082.3
Million euro;Total general government expenditure;Iceland;2008;7005.5
Million euro;Total general government expenditure;Iceland;2009;5046.5
Million euro;Total general government expenditure;Iceland;2010;5066.7
Million euro;Total general government expenditure;Iceland;2011;5525.7
Million euro;Total general government expenditure;Iceland;2012;5479.6
Million euro;Total general government expenditure;Iceland;2013;5577.1
Million euro;Total general government expenditure;Iceland;2014;6174.1
Million euro;Total general government expenditure;Iceland;2015;6866.8
Million euro;Total general government expenditure;Iceland;2016;8732.2
Million euro;Total general government expenditure;Iceland;2017;9733.5
Million euro;Total general government expenditure;Iceland;2018;9751.1
Million euro;Total general government expenditure;Iceland;2019;9605.9
Million euro;Total general government expenditure;Iceland;2020;9662.2
Million euro;Total general government expenditure;Iceland;2021;10660.7
Million euro;Total general government expenditure;Italy;2001;617372.0
Million euro;Total general government expenditure;Italy;2002;630568.0
Million euro;Total general government expenditure;Italy;2003;657939.0
Million euro;Total general government expenditure;Italy;2004;680842.0
Million euro;Total general government expenditure;Italy;2005;705620.0
Million euro;Total general government expenditure;Italy;2006;742085.0
Million euro;Total general government expenditure;Italy;2007;755481.0
Million euro;Total general government expenditure;Italy;2008;783371.0
Million euro;Total general government expenditure;Italy;2009;806150.0
Million euro;Total general government expenditure;Italy;2010;804476.0
Million euro;Total general government expenditure;Italy;2011;810766.0
Million euro;Total general government expenditure;Italy;2012;821764.0
Million euro;Total general government expenditure;Italy;2013;821721.0
Million euro;Total general government expenditure;Italy;2014;827625.0
Million euro;Total general government expenditure;Italy;2015;832927.0
Million euro;Total general government expenditure;Italy;2016;832265.0
Million euro;Total general government expenditure;Italy;2017;846821.0
Million euro;Total general government expenditure;Italy;2018;857245.0
Million euro;Total general government expenditure;Italy;2019;870860.0
Million euro;Total general government expenditure;Italy;2020;943495.0
Million euro;Total general government expenditure;Italy;2021;986168.0
Million euro;Total general government expenditure;Lithuania;2001;5074.6
Million euro;Total general government expenditure;Lithuania;2002;5332.9
Million euro;Total general government expenditure;Lithuania;2003;5597.1
Million euro;Total general government expenditure;Lithuania;2004;6207.3
Million euro;Total general government expenditure;Lithuania;2005;7157.4
Million euro;Total general government expenditure;Lithuania;2006;8261.7
Million euro;Total general government expenditure;Lithuania;2007;10238.5
Million euro;Total general government expenditure;Lithuania;2008;12454.3
Million euro;Total general government expenditure;Lithuania;2009;12090.6
Million euro;Total general government expenditure;Lithuania;2010;11881.4
Million euro;Total general government expenditure;Lithuania;2011;13319.7
Million euro;Total general government expenditure;Lithuania;2012;12088.5
Million euro;Total general government expenditure;Lithuania;2013;12460.1
Million euro;Total general government expenditure;Lithuania;2014;12710.5
Million euro;Total general government expenditure;Lithuania;2015;13133.0
Million euro;Total general government expenditure;Lithuania;2016;13315.4
Million euro;Total general government expenditure;Lithuania;2017;14047.5
Million euro;Total general government expenditure;Lithuania;2018;15478.0
Million euro;Total general government expenditure;Lithuania;2019;16989.8
Million euro;Total general government expenditure;Lithuania;2020;21240.3
Million euro;Total general government expenditure;Lithuania;2021;21067.2
Million euro;Total general government expenditure;Luxembourg;2001;9106.4
Million euro;Total general government expenditure;Luxembourg;2002;10444.6
Million euro;Total general government expenditure;Luxembourg;2003;11366.3
Million euro;Total general government expenditure;Luxembourg;2004;12311.9
Million euro;Total general government expenditure;Luxembourg;2005;13154.2
Million euro;Total general government expenditure;Luxembourg;2006;13462.3
Million euro;Total general government expenditure;Luxembourg;2007;14072.6
Million euro;Total general government expenditure;Luxembourg;2008;15173.1
Million euro;Total general government expenditure;Luxembourg;2009;16672.6
Million euro;Total general government expenditure;Luxembourg;2010;17817.1
Million euro;Total general government expenditure;Luxembourg;2011;18393.6
Million euro;Total general government expenditure;Luxembourg;2012;19453.8
Million euro;Total general government expenditure;Luxembourg;2013;20244.7
Million euro;Total general government expenditure;Luxembourg;2014;21030.5
Million euro;Total general government expenditure;Luxembourg;2015;21861.4
Million euro;Total general government expenditure;Luxembourg;2016;22509.6
Million euro;Total general government expenditure;Luxembourg;2017;24010.6
Million euro;Total general government expenditure;Luxembourg;2018;25431.0
Million euro;Total general government expenditure;Luxembourg;2019;26901.3
Million euro;Total general government expenditure;Luxembourg;2020;30273.1
Million euro;Total general government expenditure;Luxembourg;2021;31006.2
Million euro;Total general government expenditure;Latvia;2001;3249.9
Million euro;Total general government expenditure;Latvia;2002;3559.5
Million euro;Total general government expenditure;Latvia;2003;3547.1
Million euro;Total general government expenditure;Latvia;2004;4109.4
Million euro;Total general government expenditure;Latvia;2005;4798.6
Million euro;Total general government expenditure;Latvia;2006;6334.0
Million euro;Total general government expenditure;Latvia;2007;7872.0
Million euro;Total general government expenditure;Latvia;2008;9390.9
Million euro;Total general government expenditure;Latvia;2009;8528.5
Million euro;Total general government expenditure;Latvia;2010;8220.3
Million euro;Total general government expenditure;Latvia;2011;8314.7
Million euro;Total general government expenditure;Latvia;2012;8576.3
Million euro;Total general government expenditure;Latvia;2013;8782.2
Million euro;Total general government expenditure;Latvia;2014;9195.8
Million euro;Total general government expenditure;Latvia;2015;9493.8
Million euro;Total general government expenditure;Latvia;2016;9512.3
Million euro;Total general government expenditure;Latvia;2017;10435.3
Million euro;Total general government expenditure;Latvia;2018;11481.7
Million euro;Total general government expenditure;Latvia;2019;11704.0
Million euro;Total general government expenditure;Latvia;2020;12769.7
Million euro;Total general government expenditure;Latvia;2021;14814.2
Million euro;Total general government expenditure;Malta;2001;1894.6
Million euro;Total general government expenditure;Malta;2002;1961.5
Million euro;Total general government expenditure;Malta;2003;2166.8
Million euro;Total general government expenditure;Malta;2004;2056.3
Million euro;Total general government expenditure;Malta;2005;2184.9
Million euro;Total general government expenditure;Malta;2006;2279.6
Million euro;Total general government expenditure;Malta;2007;2370.2
Million euro;Total general government expenditure;Malta;2008;2617.4
Million euro;Total general government expenditure;Malta;2009;2576.3
Million euro;Total general government expenditure;Malta;2010;2737.1
Million euro;Total general government expenditure;Malta;2011;2905.0
Million euro;Total general government expenditure;Malta;2012;3103.8
Million euro;Total general government expenditure;Malta;2013;3242.3
Million euro;Total general government expenditure;Malta;2014;3523.5
Million euro;Total general government expenditure;Malta;2015;3850.5
Million euro;Total general government expenditure;Malta;2016;3834.1
Million euro;Total general government expenditure;Malta;2017;4112.5
Million euro;Total general government expenditure;Malta;2018;4639.6
Million euro;Total general government expenditure;Malta;2019;5065.7
Million euro;Total general government expenditure;Malta;2020;6015.1
Million euro;Total general government expenditure;Malta;2021;6542.4
Million euro;Total general government expenditure;Netherlands;2001;207640.0
Million euro;Total general government expenditure;Netherlands;2002;218881.0
Million euro;Total general government expenditure;Netherlands;2003;229208.0
Million euro;Total general government expenditure;Netherlands;2004;231037.0
Million euro;Total general government expenditure;Netherlands;2005;234593.0
Million euro;Total general government expenditure;Netherlands;2006;253629.0
Million euro;Total general government expenditure;Netherlands;2007;264371.0
Million euro;Total general government expenditure;Netherlands;2008;281277.0
Million euro;Total general government expenditure;Netherlands;2009;299259.0
Million euro;Total general government expenditure;Netherlands;2010;307878.0
Million euro;Total general government expenditure;Netherlands;2011;306631.0
Million euro;Total general government expenditure;Netherlands;2012;307043.0
Million euro;Total general government expenditure;Netherlands;2013;309368.0
Million euro;Total general government expenditure;Netherlands;2014;309489.0
Million euro;Total general government expenditure;Netherlands;2015;309465.0
Million euro;Total general government expenditure;Netherlands;2016;309167.0
Million euro;Total general government expenditure;Netherlands;2017;313410.0
Million euro;Total general government expenditure;Netherlands;2018;327239.0
Million euro;Total general government expenditure;Netherlands;2019;342493.0
Million euro;Total general government expenditure;Netherlands;2020;380991.0
Million euro;Total general government expenditure;Netherlands;2021;399073.0
Million euro;Total general government expenditure;Norway;2001;85878.9
Million euro;Total general government expenditure;Norway;2002;98083.0
Million euro;Total general government expenditure;Norway;2003;97820.2
Million euro;Total general government expenditure;Norway;2004;96790.7
Million euro;Total general government expenditure;Norway;2005;105565.2
Million euro;Total general government expenditure;Norway;2006;113451.9
Million euro;Total general government expenditure;Norway;2007;122367.5
Million euro;Total general government expenditure;Norway;2008;128631.5
Million euro;Total general government expenditure;Norway;2009;129384.8
Million euro;Total general government expenditure;Norway;2010;146956.3
Million euro;Total general government expenditure;Norway;2011;158325.6
Million euro;Total general government expenditure;Norway;2012;171737.9
Million euro;Total general government expenditure;Norway;2013;174704.3
Million euro;Total general government expenditure;Norway;2014;173878.8
Million euro;Total general government expenditure;Norway;2015;171314.2
Million euro;Total general government expenditure;Norway;2016;171850.5
Million euro;Total general government expenditure;Norway;2017;178344.8
Million euro;Total general government expenditure;Norway;2018;180787.3
Million euro;Total general government expenditure;Norway;2019;186483.0
Million euro;Total general government expenditure;Norway;2020;185998.9
Million euro;Total general government expenditure;Norway;2021;200123.8
Million euro;Total general government expenditure;Poland;2001;95440.2
Million euro;Total general government expenditure;Poland;2002;95191.8
Million euro;Total general government expenditure;Poland;2003;87834.1
Million euro;Total general government expenditure;Poland;2004;89575.0
Million euro;Total general government expenditure;Poland;2005;108916.1
Million euro;Total general government expenditure;Poland;2006;122020.1
Million euro;Total general government expenditure;Poland;2007;134642.0
Million euro;Total general government expenditure;Poland;2008;161687.0
Million euro;Total general government expenditure;Poland;2009;142711.7
Million euro;Total general government expenditure;Poland;2010;166049.5
Million euro;Total general government expenditure;Poland;2011;167464.2
Million euro;Total general government expenditure;Poland;2012;167380.7
Million euro;Total general government expenditure;Poland;2013;168604.9
Million euro;Total general government expenditure;Poland;2014;174381.3
Million euro;Total general government expenditure;Poland;2015;179398.7
Million euro;Total general government expenditure;Poland;2016;175560.8
Million euro;Total general government expenditure;Poland;2017;192918.7
Million euro;Total general government expenditure;Poland;2018;206822.3
Million euro;Total general government expenditure;Poland;2019;222991.0
Million euro;Total general government expenditure;Poland;2020;253852.4
Million euro;Total general government expenditure;Poland;2021;254114.0
Million euro;Total general government expenditure;Portugal;2001;59917.9
Million euro;Total general government expenditure;Portugal;2002;62344.8
Million euro;Total general government expenditure;Portugal;2003;66267.3
Million euro;Total general government expenditure;Portugal;2004;70388.3
Million euro;Total general government expenditure;Portugal;2005;74144.9
Million euro;Total general government expenditure;Portugal;2006;75225.8
Million euro;Total general government expenditure;Portugal;2007;78112.9
Million euro;Total general government expenditure;Portugal;2008;81206.5
Million euro;Total general government expenditure;Portugal;2009;88099.4
Million euro;Total general government expenditure;Portugal;2010;93215.6
Million euro;Total general government expenditure;Portugal;2011;88088.3
Million euro;Total general government expenditure;Portugal;2012;82277.8
Million euro;Total general government expenditure;Portugal;2013;85112.3
Million euro;Total general government expenditure;Portugal;2014;89529.6
Million euro;Total general government expenditure;Portugal;2015;86707.4
Million euro;Total general government expenditure;Portugal;2016;83615.9
Million euro;Total general government expenditure;Portugal;2017;88897.4
Million euro;Total general government expenditure;Portugal;2018;88722.5
Million euro;Total general government expenditure;Portugal;2019;91004.2
Million euro;Total general government expenditure;Portugal;2020;98743.3
Million euro;Total general government expenditure;Portugal;2021;102536.9
Million euro;Total general government expenditure;Romania;2001;16401.4
Million euro;Total general government expenditure;Romania;2002;16988.7
Million euro;Total general government expenditure;Romania;2003;17544.4
Million euro;Total general government expenditure;Romania;2004;20416.9
Million euro;Total general government expenditure;Romania;2005;26540.3
Million euro;Total general government expenditure;Romania;2006;34650.1
Million euro;Total general government expenditure;Romania;2007;47894.0
Million euro;Total general government expenditure;Romania;2008;55322.3
Million euro;Total general government expenditure;Romania;2009;50002.2
Million euro;Total general government expenditure;Romania;2010;50656.6
Million euro;Total general government expenditure;Romania;2011;52779.2
Million euro;Total general government expenditure;Romania;2012;50377.7
Million euro;Total general government expenditure;Romania;2013;51409.8
Million euro;Total general government expenditure;Romania;2014;53348.1
Million euro;Total general government expenditure;Romania;2015;57716.5
Million euro;Total general government expenditure;Romania;2016;58618.8
Million euro;Total general government expenditure;Romania;2017;62634.4
Million euro;Total general government expenditure;Romania;2018;71058.2
Million euro;Total general government expenditure;Romania;2019;80625.0
Million euro;Total general government expenditure;Romania;2020;91583.4
Million euro;Total general government expenditure;Romania;2021;95912.6
Million euro;Total general government expenditure;Sweden;2001;142085.1
Million euro;Total general government expenditure;Sweden;2002;152072.5
Million euro;Total general government expenditure;Sweden;2003;159370.0
Million euro;Total general government expenditure;Sweden;2004;162723.2
Million euro;Total general government expenditure;Sweden;2005;165142.0
Million euro;Total general government expenditure;Sweden;2006;172365.6
Million euro;Total general government expenditure;Sweden;2007;177055.5
Million euro;Total general government expenditure;Sweden;2008;177523.7
Million euro;Total general government expenditure;Sweden;2009;164828.0
Million euro;Total general government expenditure;Sweden;2010;189008.3
Million euro;Total general government expenditure;Sweden;2011;205555.3
Million euro;Total general government expenditure;Sweden;2012;219298.3
Million euro;Total general government expenditure;Sweden;2013;228257.1
Million euro;Total general government expenditure;Sweden;2014;222499.9
Million euro;Total general government expenditure;Sweden;2015;224737.7
Million euro;Total general government expenditure;Sweden;2016;231790.1
Million euro;Total general government expenditure;Sweden;2017;236338.7
Million euro;Total general government expenditure;Sweden;2018;234636.1
Million euro;Total general government expenditure;Sweden;2019;234314.3
Million euro;Total general government expenditure;Sweden;2020;250225.4
Million euro;Total general government expenditure;Sweden;2021;265985.4
Million euro;Total general government expenditure;Slovenia;2001;11325.0
Million euro;Total general government expenditure;Slovenia;2002;11802.3
Million euro;Total general government expenditure;Slovenia;2003;12376.9
Million euro;Total general government expenditure;Slovenia;2004;12912.0
Million euro;Total general government expenditure;Slovenia;2005;13510.9
Million euro;Total general government expenditure;Slovenia;2006;14333.9
Million euro;Total general government expenditure;Slovenia;2007;15225.3
Million euro;Total general government expenditure;Slovenia;2008;17086.5
Million euro;Total general government expenditure;Slovenia;2009;17895.8
Million euro;Total general government expenditure;Slovenia;2010;18245.9
Million euro;Total general government expenditure;Slovenia;2011;18846.7
Million euro;Total general government expenditure;Slovenia;2012;17892.6
Million euro;Total general government expenditure;Slovenia;2013;21970.0
Million euro;Total general government expenditure;Slovenia;2014;19134.1
Million euro;Total general government expenditure;Slovenia;2015;18925.3
Million euro;Total general government expenditure;Slovenia;2016;18669.7
Million euro;Total general government expenditure;Slovenia;2017;18955.1
Million euro;Total general government expenditure;Slovenia;2018;19942.1
Million euro;Total general government expenditure;Slovenia;2019;20955.9
Million euro;Total general government expenditure;Slovenia;2020;24055.7
Million euro;Total general government expenditure;Slovenia;2021;25735.1
Million euro;Total general government expenditure;Slovakia;2001;10832.7
Million euro;Total general government expenditure;Slovakia;2002;11971.1
Million euro;Total general government expenditure;Slovakia;2003;12161.9
Million euro;Total general government expenditure;Slovakia;2004;13180.1
Million euro;Total general government expenditure;Slovakia;2005;15653.4
Million euro;Total general government expenditure;Slovakia;2006;17703.0
Million euro;Total general government expenditure;Slovakia;2007;20496.6
Million euro;Total general government expenditure;Slovakia;2008;24452.6
Million euro;Total general government expenditure;Slovakia;2009;28463.3
Million euro;Total general government expenditure;Slovakia;2010;28977.7
Million euro;Total general government expenditure;Slovakia;2011;29686.7
Million euro;Total general government expenditure;Slovakia;2012;30276.4
Million euro;Total general government expenditure;Slovakia;2013;31640.3
Million euro;Total general government expenditure;Slovakia;2014;33028.6
Million euro;Total general government expenditure;Slovakia;2015;36508.2
Million euro;Total general government expenditure;Slovakia;2016;34574.9
Million euro;Total general government expenditure;Slovakia;2017;33440.3
Million euro;Total general government expenditure;Slovakia;2018;35652.9
Million euro;Total general government expenditure;Slovakia;2019;38275.0
Million euro;Total general government expenditure;Slovakia;2020;41816.8
Million euro;Total general government expenditure;Slovakia;2021;45656.4
Million euro;Total general government revenue;Austria;2001;111793.3
Million euro;Total general government revenue;Austria;2002;112626.5
Million euro;Total general government revenue;Austria;2003;114736.1
Million euro;Total general government revenue;Austria;2004;118508.6
Million euro;Total general government revenue;Austria;2005;123600.3
Million euro;Total general government revenue;Austria;2006;128139.2
Million euro;Total general government revenue;Austria;2007;135995.6
Million euro;Total general government revenue;Austria;2008;142118.3
Million euro;Total general government revenue;Austria;2009;140608.9
Million euro;Total general government revenue;Austria;2010;143209.6
Million euro;Total general government revenue;Austria;2011;149926.6
Million euro;Total general government revenue;Austria;2012;156216.3
Million euro;Total general government revenue;Austria;2013;160975.6
Million euro;Total general government revenue;Austria;2014;165579.5
